52,_,不油腻,使用体验,正面
53,价格,挺便宜的,价格,正面
54,_,不错,整体,正面
54,快递速度,快,物流,正面
54,快递小哥,点赞,物流,正面
55,_,很不错,整体,正面
55,_,实惠,价格,正面
56,_,很喜欢,整体,正面
57,_,不怎么好用,整体,负面
1830,_,不怎么好用,整体,负面
58,_,满意,整体,正面
59,_,辣眼睛疼,使用体验,负面
60,_,非常好,整体,正面
60,_,很滑,使用体验,正面
62,_,不好用,整体,负面
62,_,不是想象,气味,负面
63,活动,特别合适,价格,正面
64,_,很适合,整体,正面
64,_,不错,整体,正面
65,_,不错,整体,正面
65,送货师傅,很给力,物流,正面
66,物流,很快,物流,正面
66,_,还可以,整体,正面
67,_,好用,整体,正面
68,物流,非常快,物流,正面
68,包装,不错,包装,正面
69,快递,是给力,物流,正面
70,_,还可以,整体,正面
71,保湿,滋润,功效,正面
71,_,挺好的,整体,正面
72,包装,很一般,包装,中性
73,_,过敏,使用体验,正面
73,_,长,使用体验,正面
74,_,不怎么滴,功效,负面
75,_,真心不错,整体,正面
75,活动,非常划算,价格,正面
75,_,有好,整体,正面
75,_,温和,使用体验,正面
75,_,不刺激,使用体验,正面
76,_,很好用,整体,正面
77,_,好评,整体,正面
77,_,真的好好用,整体,正面
77,_,无刺激,使用体验,正面
78,性价比,高,价格,正面
78,包装,不错,包装,正面
78,_,还可以,整体,正面
79,包装,很好,包装,正面
79,快递,快,物流,正面
80,_,还不错,整体,正面
80,补水效果,_,功效,正面
81,_,很好用,整体,正面
82,_,不错,整体,正面
82,物流,很快,物流,正面
83,_,还行,整体,正面
84,_,还不错,整体,正面
85,设计,很喜欢,其他,正面
85,_,好用,整体,正面
86,_,很好用,整体,正面
86,_,很好,整体,正面
86,_,光滑的,使用体验,正面
86,_,超喜欢的,整体,正面
87,速度,很快,物流,正面
87,_,水润润,使用体验,正面
87,_,好评,整体,正面
88,_,很温和,使用体验,正面
88,_,很清爽,使用体验,正面
88,_,不紧绷,使用体验,正面
88,_,很划算,价格,正面
89,_,非常好用,整体,正面
90,_,不错,整体,正面
91,_,挺好的,整体,正面
91,_,不错,整体,正面
92,_,不是很喜欢,整体,负面
92,味道,_,气味,正面
93,_,很好用,整体,正面
93,味道,特别好闻,气味,正面
93,_,很细腻,使用体验,正面
94,价格,优惠,价格,正面
94,_,满意,整体,正面
95,_,挺好的,整体,正面
96,_,特别滑,使用体验,正面
96,精华液,挺多,成分,正面
96,_,好评,整体,正面
97,包装,精美,包装,正面
97,价格,实惠,价格,正面
98,_,很不错,整体,正面
98,_,非常喜欢,整体,正面
98,赠品,_,价格,正面
98,快递,给力的,物流,正面
98,_,很,整体,正面
99,补水效果,较好,功效,正面
100,补水效果,特别好,功效,正面
100,_,特别水润,使用体验,正面
101,性价比,高,价格,正面
101,_,还可以的,整体,正面
102,味道,淡淡的,气味,正面
102,_,不油腻,使用体验,正面
103,_,很喜欢,整体,正面
103,_,水水的,使用体验,正面
104,_,可以,整体,正面
104,_,便宜,价格,正面
104,_,实惠,价格,正面
105,_,还可以,整体,正面
105,_,太硬了,整体,负面
106,活动,超级好用,整体,正面
107,_,很不错,整体,正面
108,_,不错,整体,正面
109,_,很好用,整体,正面
109,送货,快,物流,正面
110,味道,还行吧,气味,正面
111,_,补水,功效,正面
111,_,还不错,整体,正面
111,性价比,很高,价格,正面
112,_,是正品,真伪,正面
112,香味,浓郁,气味,负面
112,遮瑕效果,非常好,功效,正面
113,保湿效果,不错,功效,正面
113,_,挺好用的,整体,正面
114,_,非常好用,整体,正面
115,_,很好用,整体,正面
117,_,很快,物流,正面
117,_,挺好的,整体,正面
118,价格,合适,价格,正面
118,_,不贵,价格,正面
118,_,还好用,整体,正面
119,_,是正品,真伪,正面
119,性价比,很好用,服务,正面
119,物流,很快,物流,正面
120,_,挺好的,整体,正面
120,_,不错,整体,正面
121,_,挺好的,整体,正面
122,味道,真的不好闻,气味,负面
122,_,不好冲洗,使用体验,负面
122,赠品,很,价格,正面
123,_,可以,整体,正面
124,_,很好用,整体,正面
125,_,好用,整体,正面
125,_,还,整体,正面
126,_,不错,整体,正面
126,_,好用,整体,正面
127,_,好用,整体,正面
127,_,挺清爽的,使用体验,正面
127,送货速度,很快,物流,正面
127,_,很方便,整体,正面
127,_,优惠,价格,正面
128,_,还可以,整体,正面
129,_,不怎么样,整体,负面
130,_,物美价廉,价格,正面
130,发货,快,物流,正面
130,盒子,很漂亮,包装,正面
131,活动,_,价格,正面
132,_,不好,整体,负面
133,快递,一般般,物流,中性
133,_,慢,使用体验,正面
134,物流,快,物流,正面
135,赠品,没有,价格,负面
135,价格,差不多,价格,正面
136,_,好用,整体,正面
136,_,超级好用,整体,正面
136,_,不干,使用体验,正面
136,_,很舒服,使用体验,正面
137,_,不紧,使用体验,正面
137,_,水份多,成分,正面
137,价格,还便宜,价格,正面
138,_,超级补水,功效,正面
138,_,超级划算,价格,正面
138,_,五星好评,整体,正面
140,送货,快,物流,正面
141,_,很好用,整体,正面
141,补水效果,很好,功效,正面
141,_,滋润,使用体验,正面
141,_,服帖,使用体验,正面
141,_,完美妆容,整体,正面
142,_,很喜欢,整体,正面
142,补水,特别好,功效,正面
143,_,挺实惠,价格,正面
143,_,蛮好用,整体,正面
143,_,很滋润,使用体验,正面
144,物流,很快,物流,正面
144,_,很好用,整体,正面
144,赠品,多,价格,正面
145,物流,杠杠的,物流,正面
145,包装,不错,包装,正面
146,_,特别轻薄,使用体验,正面
146,_,透气,使用体验,正面
146,_,补水,功效,正面
147,_,还可以,整体,正面
148,补水效果,特别好,功效,正面
149,总体效果,还可以,功效,正面
149,吸收效果,不是太好,功效,负面
150,_,很好,整体,正面
151,_,好评,整体,正面
152,_,不是太喜欢,整体,负面
153,_,超级不错,整体,正面
153,_,细腻,使用体验,正面
153,配送员服务,超好,物流,正面
153,_,点赞,整体,正面
154,_,干,使用体验,负面
154,_,搓泥,使用体验,负面
155,_,经济,价格,正面
155,_,实惠,价格,正面
155,送货,快,物流,正面
155,送货速度,_,物流,正面
156,_,很好用,整体,正面
158,遮暇力度,不够,功效,正面
158,_,不油腻,使用体验,正面
158,_,上妆,使用体验,正面
158,_,服帖,使用体验,正面
158,_,总的来说性价比,价格,正面
158,_,喜欢,整体,正面
159,_,是正品,真伪,正面
160,当然效果,不错,功效,正面
160,_,非常滋润,使用体验,正面
161,_,很好用,整体,正面
161,_,很实惠,价格,正面
162,_,挺好,整体,正面
162,物流,很快,物流,正面
162,价格,实惠,价格,正面
163,_,挺好用的,整体,正面
163,卸妆,很温和,功效,正面
163,_,很清爽,使用体验,正面
163,_,不伤皮肤,使用体验,正面
164,快递,不好,物流,负面
165,_,很喜欢,整体,正面
165,物流速度,不错,物流,正面
425,_,很喜欢,整体,正面
425,物流速度,不错,物流,正面
166,_,挺好用的,整体,正面
167,_,非常不错,整体,正面
167,_,实惠,价格,正面
168,_,挺好用的,整体,正面
168,_,挺滋润的,使用体验,正面
168,_,没有那么大了,整体,负面
169,_,好评,整体,正面
169,_,好用,整体,正面
171,_,不怎么好用,整体,负面
171,_,不干净,功效,负面
171,_,便宜,价格,正面
172,吸收,快,使用体验,正面
172,_,超级滋润,使用体验,正面
172,活动,给力,价格,正面
173,包装,不,包装,负面
173,_,送个盒子,包装,正面
174,_,不错,整体,正面
174,_,很好闻,气味,正面
174,_,很好,整体,正面
175,_,很好用,整体,正面
176,_,有点,使用体验,负面
176,_,点卡粉,使用体验,正面
176,_,不,功效,负面
176,瑕,咋个遮,功效,正面
177,_,一如既往的好,整体,正面
178,_,挺满意的,整体,正面
178,_,还不错,整体,正面
178,补水效果,挺好的,功效,正面
178,_,有点紧绷,使用体验,正面
179,_,物超所值,整体,正面
179,_,超快,物流,正面
180,_,比较容易推开,使用体验,正面
180,_,不油腻,使用体验,正面
180,防晒效果,_,功效,正面
180,成膜,挺快的,功效,正面
180,持久情况,挺不错的,功效,正面
181,_,很好,整体,正面
181,_,不过敏,使用体验,正面
181,_,很保湿,功效,正面
181,_,不油腻,使用体验,正面
182,_,还不错,整体,正面
182,_,挺干的,使用体验,负面
183,_,很好用,整体,正面
183,_,正品,真伪,正面
184,_,不错,整体,正面
184,_,比较优惠,价格,正面
185,_,不错,整体,正面
185,_,可以,整体,正面
186,物流速度,快,物流,正面
186,_,非常不错,整体,正面
187,保湿效果,很好,功效,正面
188,_,特别好用,整体,正面
188,_,赞,整体,正面
189,_,很滋润,使用体验,正面
189,_,不脱妆,使用体验,正面
189,_,挺好用的,整体,正面
190,价格,合适不错,价格,正面
191,_,很不错,整体,正面
191,_,喜欢,整体,正面
192,_,很好,整体,正面
192,_,很舒服,使用体验,正面
193,_,不错,整体,正面
194,泡泡,不是很多,使用体验,负面
194,气味,很好闻,气味,正面
194,_,淡淡的,气味,正面
194,_,清香,气味,正面
195,_,一般,整体,中性
196,包装盒,没有,包装,负面
197,_,还行,整体,正面
198,_,还可以,整体,正面
198,_,不紧绷,使用体验,正面
199,物流,很快,物流,正面
199,_,很满意,整体,正面
199,_,还不错,整体,正面
200,补水,可以的,功效,正面
200,_,有些油,使用体验,负面
201,_,很不错,整体,正面
201,送货速度,快,物流,正面
201,_,棒棒的,整体,正面
202,_,很喜欢,整体,正面
203,_,挺好的,整体,正面
203,物流,挺快的,物流,正面
203,_,好评,整体,正面
204,_,还可以,整体,正面
205,_,很好,整体,正面
205,_,贴肤,使用体验,正面
205,_,不卡粉,使用体验,正面
206,盒子,很精美,包装,正面
206,_,很好用,整体,正面
207,_,很喜欢,整体,正面
207,_,很好用,整体,正面
207,香味,不重,气味,负面
207,_,不刺激,使用体验,正面
207,_,特别好,整体,正面
208,_,挺好用的,整体,正面
208,味道,香香的,气味,正面
208,_,很滑,使用体验,正面
208,_,很舒服,使用体验,正面
208,_,好评,整体,正面
209,_,最好,整体,正面
209,速度,快,物流,正面
210,活动,给力,价格,正面
211,补水效果,特别好,功效,正面
211,_,很喜欢,整体,正面
212,_,假的,真伪,负面
212,泡沫,没有,使用体验,负面
213,_,不好,整体,负面
213,_,好用,整体,正面
214,_,不错,整体,正面
214,_,满意,整体,正面
215,_,非常好用,整体,正面
215,_,很干净,功效,正面
216,_,很好用,整体,正面
216,_,不油腻,使用体验,正面
216,_,快,物流,正面
217,_,不错,整体,正面
217,快递,超级给力,物流,正面
218,_,很好用,整体,正面
218,活动,很惊喜,价格,正面
218,赠品,颜值,价格,正面
219,包装,挺好看的,包装,正面
219,快递小哥,_,物流,正面
220,_,不错,整体,正面
220,_,很多,整体,正面
220,_,喜欢,整体,正面
221,_,很便宜,价格,正面
222,_,很好用,整体,正面
223,_,好用,整体,正面
225,_,很好,整体,正面
226,_,好好用,整体,正面
226,_,很方便,整体,正面
227,速度,飞快,物流,正面
227,_,大爱,整体,正面
228,_,光滑,使用体验,正面
228,_,可以,整体,正面
229,_,不过敏,使用体验,正面
229,_,很好用,整体,正面
230,物流,快,物流,正面
230,_,真心不错,整体,正面
230,_,喜欢,整体,正面
231,_,很好,整体,正面
231,物流,很快,物流,正面
231,价格,越来越,价格,负面
231,_,便宜,价格,正面
232,_,物超所值,整体,正面
232,_,好评,整体,正面
233,_,好,整体,正面
234,_,还好,整体,正面
235,_,水润,使用体验,正面
235,_,轻薄,使用体验,正面
235,_,比较保湿,功效,正面
236,_,挺好,整体,正面
237,_,不是很开心,整体,负面
238,吸收,很好,使用体验,正面
238,_,很喜欢,整体,正面
239,_,起,使用体验,负面
239,_,不错,整体,正面
240,补水,还可以,功效,正面
240,精华液,很多,成分,正面
240,_,不错,整体,正面
241,_,便宜,价格,正面
242,_,一般,整体,中性
242,_,特别是,整体,正面
243,_,不错,整体,正面
243,_,非常好用,整体,正面
244,速度,算是快,物流,正面
245,服务,很好,服务,正面
245,性价比,高,价格,正面
245,_,很不错,整体,正面
246,_,还不错,整体,正面
247,_,很美白,使用体验,正面
247,味道,很舒服,气味,正面
247,_,很喜欢,整体,正面
247,_,大爱,整体,正面
248,_,挺好的,整体,正面
248,_,滋润,使用体验,正面
248,_,不油腻,使用体验,正面
249,_,不错,整体,正面
250,_,挺好用的,整体,正面
250,_,很服帖,使用体验,正面
250,_,自然,功效,正面
251,_,过敏,使用体验,正面
251,_,非常,整体,正面
252,_,希望好用,整体,中性
252,服务,_,服务,正面
253,_,一般,整体,中性
253,_,好用,整体,正面
253,_,补水,功效,正面
254,_,挺好用的,整体,正面
254,_,薄薄的,使用体验,正面
254,_,很,整体,正面
254,精华,好多,成分,正面
255,_,不错,整体,正面
255,活动,不给力,价格,负面
256,_,好,整体,正面
257,_,非常非常的,整体,正面
258,_,好小,尺寸,负面
259,_,失望,整体,负面
260,_,好用,整体,正面
260,_,便宜,价格,正面
261,_,好评,整体,正面
261,_,好用,整体,正面
262,_,物有所值,整体,正面
263,_,不好的,整体,负面
264,_,还可以,整体,正面
265,_,还可以,整体,正面
265,_,有点干,使用体验,负面
265,_,提亮肤色,功效,正面
265,_,有点,使用体验,负面
266,_,好用,整体,正面
266,_,便宜,价格,正面
267,_,不错,整体,正面
268,味道,很,气味,正面
268,_,辣眼睛,使用体验,负面
268,_,那么大,功效,负面
269,_,很滋润,使用体验,正面
269,精华,好多,成分,正面
269,_,特别喜欢,整体,正面
270,_,好的,整体,正面
270,_,很,整体,正面
270,_,很喜欢,整体,正面
270,_,美美哒,整体,正面
271,物流,很快,物流,正面
271,包装,完好,包装,正面
271,服务,好,服务,正面
272,活动,_,价格,正面
272,价格,_,价格,正面
272,补水效果,不错,功效,正面
272,_,就行,使用体验,正面
273,_,挺好用的,整体,正面
273,香味,淡淡的,气味,正面
273,_,不脱妆,使用体验,正面
274,_,很好用,整体,正面
275,_,超级差,整体,负面
275,_,卡粉,使用体验,负面
275,遮瑕,不遮瑕,功效,正面
276,_,很舒服,使用体验,正面
276,补水效果,很好,功效,正面
277,_,细腻,使用体验,正面
277,_,很一般,整体,中性
278,_,正品,真伪,正面
278,_,实惠,价格,正面
278,快递,很快,物流,正面
278,_,满意,整体,正面
278,服务,很好,服务,正面
279,_,真的不错,整体,正面
279,_,正品,真伪,正面
280,味道,_,气味,正面
280,泡沫,很细腻,使用体验,正面
281,_,正品,真伪,正面
281,_,特别省,服务,正面
281,_,水水润润的,使用体验,正面
282,活动,超级划算,价格,正面
282,包装,好看,包装,正面
283,_,差,整体,负面
284,_,还不错,整体,正面
284,_,不卡粉,使用体验,正面
284,_,挺好的,整体,正面
285,_,挺好用的,整体,正面
286,_,挺好的,整体,正面
287,物流,很快,物流,正面
287,_,棒棒哒,整体,正面
288,_,挺好用的,整体,正面
289,_,真品,真伪,正面
290,补水效果,很好,功效,正面
291,_,很好用,整体,正面
292,_,不错,整体,正面
292,_,非常清爽,使用体验,正面
292,_,舒服,使用体验,正面
293,_,挺水润,使用体验,正面
293,_,服帖的,使用体验,正面
293,_,稍微白了,功效,负面
294,_,长很多,使用体验,正面
295,_,很好用,整体,正面
296,_,还可以,整体,正面
297,赠品,骗人的,价格,负面
297,_,最优惠,价格,正面
298,_,不错,整体,正面
298,_,很服帖,使用体验,正面
298,物流,很快,物流,正面
299,_,很棒,整体,正面
299,价格,小贵一些,价格,负面
300,_,不干燥,使用体验,正面
300,_,滑滑的,使用体验,正面
301,_,好,整体,正面
302,_,不错,整体,正面
302,_,很舒服,使用体验,正面
303,_,不错,整体,正面
303,_,好评,整体,正面
304,_,很喜欢,整体,正面
304,礼品,_,价格,正面
305,_,比较实惠,价格,正面
306,_,很好用,整体,正面
307,_,不错,整体,正面
308,快递,真快,物流,正面
308,_,很满意,整体,正面
309,_,太少了,其他,负面
309,_,很少,整体,负面
309,_,有粉底,气味,负面
310,_,不错,整体,正面
310,_,很好用,整体,正面
311,_,很香,气味,正面
311,_,很白,功效,正面
311,_,还可以,整体,正面
312,_,不错,整体,正面
312,遮瑕效果,还提亮肤色,功效,正面
313,_,有点小,使用体验,负面
314,_,还不,整体,负面
314,_,挺好,整体,正面
314,_,算,价格,正面
314,_,满意,整体,正面
314,_,相当实惠,价格,正面
315,_,很好,整体,正面
315,_,漂亮,包装,正面
316,_,差评,整体,负面
316,_,太小了,整体,负面
316,_,盖,使用体验,正面
316,精华,太少了吧,成分,负面
317,上妆效果,还可以,功效,正面
318,_,是正品,真伪,正面
318,价格,_,价格,正面
318,赠品,_,价格,正面
319,_,很好,整体,正面
319,保湿,不错,功效,正面
319,价格,合适,价格,正面
320,_,超快,物流,正面
320,_,速度,物流,正面
321,_,物美价廉,价格,正面
321,_,贵,价格,正面
322,包装,很好看,包装,正面
323,补水效果,很好,功效,正面
323,_,很薄的,使用体验,正面
324,_,能用,整体,正面
324,价格,_,价格,正面
325,保湿效果,很好,功效,正面
326,_,很喜欢,整体,正面
326,_,非常喜欢,整体,正面
326,_,很高,整体,正面
326,_,特别喜欢,整体,正面
327,_,不错,整体,正面
327,_,挺好用的,整体,正面
328,_,好,整体,正面
328,_,不错,整体,正面
329,_,真的不错,整体,正面
330,_,很服帖,使用体验,正面
330,_,超服帖,使用体验,正面
331,_,很不错,整体,正面
331,_,有点,使用体验,负面
332,_,提亮肤色,功效,正面
332,_,不油腻,使用体验,正面
333,味道,好闻,气味,正面
333,保湿效果,好,功效,正面
334,_,不错,整体,正面
334,速度,很快,物流,正面
480,_,不错,整体,正面
480,速度,很快,物流,正面
1230,_,不错,整体,正面
1230,速度,很快,物流,正面
2145,_,不错,整体,正面
2145,速度,很快,物流,正面
335,_,很保湿,功效,正面
335,_,有点油,使用体验,负面
335,_,不提亮肤色,功效,正面
336,_,很好,整体,正面
336,物流,给了,物流,正面
336,_,不错,整体,正面
1529,_,很好,整体,正面
1529,物流,给了,物流,正面
1529,_,不错,整体,正面
337,_,给力,整体,正面
337,速度,快,物流,正面
338,_,有点干,使用体验,负面
339,_,不错,整体,正面
339,送货,很快,物流,正面
340,_,很好,整体,正面
340,_,很喜欢,整体,正面
341,_,粉粉嫩嫩的,使用体验,正面
341,_,很适合,整体,正面
341,_,非常滋润,使用体验,正面
341,_,不干,使用体验,正面
341,_,不油腻,使用体验,正面
341,_,很自然,功效,正面
342,泡沫,很多,使用体验,正面
342,_,不干,使用体验,正面
342,_,挺滋润的,使用体验,正面
342,_,超级划算,价格,正面
343,_,很实惠,价格,正面
343,发货速度,快,物流,正面
344,_,温和,使用体验,正面
344,_,不紧绷,使用体验,正面
345,包装颜值,超级高,包装,正面
345,物流,超级快,物流,正面
345,_,太满意,整体,正面
346,_,非常平价,价格,正面
346,补水,不错,功效,正面
347,酒精味,不联系,气味,负面
348,_,还可以,整体,正面
348,_,还不错,整体,正面
350,_,还不错,整体,正面
351,_,没什么,整体,负面
352,_,很不错,整体,正面
352,_,可以,整体,正面
353,_,还算可以,整体,正面
354,持久情况,有点黏黏,功效,负面
354,_,可以,整体,正面
355,味道,很好闻,气味,正面
355,_,还好,整体,正面
356,_,还不错,整体,正面
356,价格,挺好用的,价格,正面
356,_,实惠,价格,正面
357,保湿效果,非常好,功效,正面
358,_,不错,整体,正面
359,_,很薄,使用体验,正面
359,_,很水润,使用体验,正面
359,_,不过敏,使用体验,正面
360,_,可以,整体,正面
360,_,不错,整体,正面
360,_,很清爽,使用体验,正面
360,_,不油腻,使用体验,正面
361,_,淡淡的,气味,正面
361,味道,眼睛,气味,正面
361,_,挺好用的,整体,正面
362,_,油,使用体验,负面
362,_,好用,整体,正面
363,_,不错,整体,正面
364,补水效果,非常好,功效,正面
365,快递,很给力,物流,正面
366,_,还可以,整体,正面
367,_,挺好的,整体,正面
368,_,挺好用的,整体,正面
369,_,不错,整体,正面
369,_,货真价实,整体,正面
370,_,挺好用的,整体,正面
371,物流,快,物流,正面
371,颜色,好,整体,正面
371,_,物超所值,整体,正面
371,赠品,与正品,价格,正面
372,包装,很好,包装,正面
372,物流,很快,物流,正面
372,_,不错,整体,正面
372,_,物美价廉了,价格,正面
373,快递,好快,物流,正面
374,_,非常好,整体,正面
374,_,喜欢,整体,正面
375,到货速度,快,物流,正面
376,_,很好,整体,正面
376,_,挺薄的,使用体验,正面
376,精华,挺多的,成分,正面
376,_,很舒服,使用体验,正面
377,价格,实惠,价格,正面
377,_,可以,整体,正面
378,_,很保湿,功效,正面
378,_,很棒,整体,正面
379,提亮效果,还不错,功效,正面
380,_,还好,整体,正面
380,日期,新鲜的,成分,正面
381,_,不错,整体,正面
382,_,很好用,整体,正面
382,_,赞,整体,正面
383,_,比较自然,功效,正面
384,_,超喜欢,整体,正面
384,味道,香香的,气味,正面
384,快递,很给力,物流,正面
385,_,挺滋润的,使用体验,正面
385,_,比较干,使用体验,负面
385,_,很服帖,使用体验,正面
385,_,很滋润,使用体验,正面
386,_,可以的,整体,正面
386,_,很好用,整体,正面
387,控油效果,没话说,功效,正面
388,_,好,整体,正面
388,_,很喜欢,整体,正面
389,_,超级润,使用体验,正面
389,_,喜欢,整体,正面
389,_,不错,整体,正面
390,_,太好用了,整体,正面
391,_,还好,整体,正面
392,_,非常的好用,整体,正面
392,价格,实惠,价格,正面
392,_,轻薄,使用体验,正面
392,_,不油腻,使用体验,正面
393,_,很自然,功效,正面
393,_,保湿,功效,正面
393,_,滋润,使用体验,正面
393,香味,淡淡,气味,正面
394,_,很好用,整体,正面
394,_,很喜欢,整体,正面
395,_,好干净,功效,正面
395,_,不紧绷,使用体验,正面
396,_,补水,功效,正面
397,保湿效果,确实不错,功效,正面
398,物流,走了20,物流,负面
399,快递,很给力,物流,正面
399,包装,很好,包装,正面
399,_,还可以,整体,正面
400,_,很好用,整体,正面
400,_,很喜欢,整体,正面
401,_,挺好的,整体,正面
401,_,好用,整体,正面
402,_,非常舒服,使用体验,正面
402,_,不会特别,整体,正面
403,_,好很好,整体,正面
403,_,非常好,整体,正面
404,_,超级好用,整体,正面
404,活动,很划算,价格,正面
405,_,不上,使用体验,正面
405,_,差,整体,负面
406,_,好评,整体,正面
407,补水效果,相当不错,功效,正面
407,精华液,特别多,成分,正面
407,_,喜欢,整体,正面
408,_,不错,整体,正面
409,_,可以用,整体,正面
409,_,物美价廉,价格,正面
410,_,不错,整体,正面
410,_,非常清爽,使用体验,正面
410,_,不油腻,使用体验,正面
411,_,不错,整体,正面
411,物流,很快,物流,正面
412,_,还可以,整体,正面
412,活动,_,价格,正面
412,价格,很实惠,价格,正面
1659,_,还可以,整体,正面
1659,活动,_,价格,正面
1659,价格,很实惠,价格,正面
413,_,很划算,价格,正面
413,_,非常实用,整体,正面
414,_,非常喜欢,整体,正面
414,_,正品,真伪,正面
415,_,非常好用,整体,正面
416,_,挺好的,整体,正面
416,_,挺好用的,整体,正面
416,价格,实惠,价格,正面
417,_,是正品,真伪,正面
417,_,很不错,整体,正面
418,_,很不错,整体,正面
418,_,方便,整体,正面
419,_,很小,整体,负面
420,补水效果,很好,功效,正面
420,_,很喜欢,整体,正面
421,_,非常不错,整体,正面
421,活动,_,价格,正面
422,_,肤色,功效,正面
423,_,蛮好的,整体,正面
423,精华,挺多的,成分,正面
424,效果,挺好,功效,正面
424,味道,不错,气味,正面
426,_,物美价廉,价格,正面
426,_,便宜,价格,正面
426,_,实惠,价格,正面
427,酒精味,浓,气味,负面
428,快递小哥服务,很不错,物流,正面
429,_,挺喜欢,整体,正面
429,_,好评,整体,正面
430,_,比较清爽,使用体验,正面
430,_,不油腻,使用体验,正面
430,物流,快,物流,正面
431,_,挺不错的,整体,正面
432,物流,超级给力,物流,正面
432,_,非常快,物流,正面
432,_,非常不错,整体,正面
433,_,还不错,整体,正面
434,_,很好用,整体,正面
435,_,很好用,整体,正面
436,_,挺不错的,整体,正面
437,_,很不错,整体,正面
438,_,不油腻,使用体验,正面
438,_,好评,整体,正面
438,_,有点贵,价格,正面
439,_,很好,整体,正面
439,_,很香,气味,正面
439,_,很喜欢,整体,正面
439,_,一点点,使用体验,负面
439,_,很棒,整体,正面
440,_,还可以,整体,正面
440,精华,挺充足的,成分,正面
440,价位,可以接受,价格,正面
441,_,很好用,整体,正面
441,_,很干净,功效,正面
441,_,不紧绷,使用体验,正面
442,_,很好用,整体,正面
443,_,超级大赞,整体,正面
443,_,超级划算,价格,正面
444,_,非常好用,整体,正面
444,_,细腻,使用体验,正面
444,_,白皙,功效,正面
444,味道,特别好闻,气味,正面
445,_,很喜欢用,整体,正面
446,_,非常好用,整体,正面
446,精华,很多,成分,正面
447,_,挺好的,整体,正面
447,物流,很快,物流,正面
448,_,还可以,整体,正面
448,_,挺好的,整体,正面
449,_,好评,整体,正面
450,_,还可以,整体,正面
450,_,挺补水的,功效,正面
451,_,不错,整体,正面
451,_,很好用,整体,正面
452,_,还没有用,整体,负面
452,保质期,_,新鲜度,正面
453,物流,很快,物流,正面
453,_,还行,整体,正面
453,_,显白,功效,正面
453,_,有点干,使用体验,负面
455,_,很好,整体,正面
455,速度,快,物流,正面
